USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand
724760,GRAND JUNCTION WALKER FIELD,CO,39.133,-108.533,333.9679224,56.37226027,0.615108068
725197,UTICA ONEIDA COUNTY AP,NY,43.15,-75.383,317.156621,62.41792237,0.615877646
724290,DAYTON INTERNATIONAL AIRPORT,OH,39.9,-84.217,330.8504566,69.79965753,0.617068571
725130,WILKES-BARRE SCRANTON INTL AP,PA,41.333,-75.733,324.9005708,69.41484018,0.617071607
722390,FORT POLK AAF,LA,31.05,-93.183,363.9441781,84.47431507,0.620394418
723540,OKLAHOMA CITY TINKER AFB,OK,35.417,-97.383,348.4380137,76.0489726,0.623971456
727476,BAUDETTE INTERNATIONAL AP,MN,48.717,-94.6,292.1679224,56.23093607,0.624168421
723445,FAYETTEVILLE DRAKE FIELD,AR,36,-94.167,346.2392694,64.86210046,0.626075149
722927,CARLSBAD/PALOMAR,CA,33.133,-117.283,356.7593607,65.73321918,0.626734509
725660,SCOTTSBLUFF W B HEILIG FIELD,NE,41.867,-103.6,322.6487443,51.57020548,0.630912207
724084,BELMAR ASC,NJ,40.183,-74.067,329.6873288,66.25079909,0.63121653
725780,POCATELLO REGIONAL AP,ID,42.917,-112.567,318.1555936,59.54954338,0.631370297
722526,COTULLA FAA AP,TX,28.45,-99.217,372.353653,71.51369863,0.634975069
724010,RICHMOND INTERNATIONAL AP,VA,37.517,-77.317,340.3986301,79.21940639,0.635348752
723346,JACKSON MCKELLAR-SIPES REGL A,TN,35.6,-88.917,347.7458904,68.62363014,0.636000477
726567,NEW ULM MUNI (AWOS),MN,44.317,-94.5,312.061758,61.57945205,0.637553845
726904,ROSEBURG REGIONAL AP,OR,43.233,-123.35,316.7961187,55.80593607,0.63819987
726498,FAIR FIELD,IA,41.05,-91.983,326.0849315,65.28915525,0.63840007
724830,SACRAMENTO EXECUTIVE ARPT,CA,38.5,-121.5,336.5084475,57.00810502,0.645557923
722710,TRUTH OR CONSEQUENCES MUNI AP,NM,33.233,-107.267,356.4045662,45.55684932,0.646108522
726959,AURORA STATE,OR,45.25,-122.767,307.9321918,58.45559361,0.646933295
723145,HICKORY REGIONAL AP,NC,35.733,-81.383,347.2476027,67.66575342,0.648490382
727923,HOQUIAM AP,WA,46.983,-123.933,300.1347032,56.36130137,0.651228169
699604,YUMA MCAS,AZ,32.65,-114.617,358.4577626,67.49098174,0.651688529
723566,MCALESTER MUNICIPAL AP,OK,34.9,-95.783,350.3573059,62.94360731,0.653491687
727686,WOLF POINT INTL [FORT PECK - SURFRAD],MT,48.31,-105.1,294.0510274,50.1890411,0.654686893
725830,WINNEMUCCA MUNICIPAL ARPT,NV,40.9,-117.8,326.7140411,50.65376712,0.655239262
742070,GRAY AAF,WA,47.083,-122.583,299.6760274,68.88789954,0.657739975
724354,SOMERSET(AWOS),KY,38,-84.6,338.4949772,71.25490868,0.657759266
722175,WARNER ROBINS AFB,GA,32.633,-83.6,358.5205479,84.54429224,0.657780987
